symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
1503.TW,士電,電機機械,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,86.38613861386142,95.0,76.15861386138614,nan,nan,盤中強勢,觀察,風險穩定,207.5,220.0,40.2,,,7.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2354.TW,鴻準,其他電子業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,83.00813008130095,95.0,76.0008130081301,nan,nan,盤中強勢,觀察,風險穩定,63.79999923706055,68.79999923706055,42.0,,,5.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
1727.TW,中華化,化學工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,68.53813559322033,95.0,75.36381355932204,nan,nan,盤中強勢,觀察,風險穩定,,,40.1,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
6409.TW,旭隼,其他電子業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,60.194174757281544,95.0,74.81941747572816,nan,nan,小幅走強,觀察,風險穩定,1085.0,1198.0,40.0,,,4.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
6456.TW,GIS-KY,光電業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,78.40579710144922,95.0,74.76057971014492,nan,nan,盤中強勢,觀察,風險穩定,72.30000305175781,82.00000762939453,40.2,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
5880.TW,合庫金,金融保險業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,51.4,95.0,74.36000000000001,nan,nan,持平,觀察,風險穩定,25.25,26.600000381469727,41.2,,,5.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
1708.TW,東鹼,化學工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,58.3832335329342,95.0,74.34832335329341,nan,nan,小幅走強,觀察,風險穩定,,,40.1,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2597.TW,潤弘,建材營造,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,50.0,95.0,74.1,nan,nan,持平,觀察,風險穩定,173.0,183.0,40.0,,,9.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,48.01136363636358,95.0,73.93113636363637,nan,nan,持平,觀察,風險穩定,,,40.3,,,10.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2357.TW,華碩,電腦及週邊設備業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,47.83728115345004,95.0,73.88372811534501,nan,nan,小幅走弱,觀察,風險穩定,,,40.0,,,6.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
8926.TW,台汽電,油電燃氣業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,53.67775831873909,95.0,73.8777758318739,nan,nan,小幅走強,觀察,風險穩定,57.70000076293945,60.0,40.1,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
4771.TW,望隼,生技醫療業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,63.49397590361441,95.0,73.54939759036144,nan,nan,盤中強勢,觀察,風險穩定,210.0,226.0,40.0,,,4.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
1215.TW,卜蜂,食品工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,46.788990825688096,95.0,73.17889908256882,nan,nan,小幅走弱,觀察,風險穩定,112.0,121.0,40.0,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
3013.TW,晟銘電,電腦及週邊設備業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,55.619266055045856,95.0,73.0619266055046,nan,nan,小幅走強,觀察,風險穩定,,,40.0,,,5.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
9921.TW,巨大,運動休閒,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,53.34928229665066,95.0,72.84492822966507,nan,nan,小幅走強,觀察,風險穩定,,,40.1,,,8.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
3045.TW,台灣大,通信網路業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,50.0,95.0,72.54,nan,nan,持平,觀察,風險穩定,115.5,123.5,40.4,,,9.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
1563.TW,巧新,汽車工業,chip_watch,False,False,True,momentum-fallback,0.24048798077452885,100.0,50.0,46.0,50.0,95.0,71.7,88.0,109.16294230815853,無即時資料,研究重點,風險穩定,87.86666870117188,95.0666732788086,40.0,,,7.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2897.TW,王道銀行,金融保險業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,42.0,53.398058252427184,95.0,71.31980582524271,nan,nan,小幅走強,觀察,技術結構偏空,10.399999618530273,10.749999046325684,40.8,,,9.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2883.TW,凱基金,17,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,47.82945736434107,95.0,68.2829457364341,nan,nan,小幅走弱,觀察,風險穩定,,,0.0,10973.0,0.0,3.0,3.0,美商高盛,2026-08-27,TWSE T86 official + HiStock branch,official+broker,美商高盛、美林、花旗環球、元大、港商野村、元大-草屯、永豐金-高雄、台新-台北、國泰-松江、凱基,False,False,False
