symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
2103.TW,台橡,橡膠工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,61.35135135135139,95.0,74.65513513513514,nan,nan,盤中強勢,觀察,風險穩定,28.899999618530273,31.0,40.2,,,3.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
1229.TW,聯華,食品工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,50.0,95.0,74.11,nan,nan,持平,觀察,風險穩定,42.5,44.400001525878906,40.1,,,10.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
3706.TW,神達,電腦及週邊設備業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,55.36105032822749,95.0,74.07610503282275,nan,nan,小幅走強,觀察,風險穩定,94.0,98.69999694824219,40.4,,,3.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
6491.TW,晶碩,生技醫療業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,53.73333333333339,95.0,72.57333333333334,nan,nan,小幅走強,觀察,風險穩定,390.0,423.0,40.0,,,4.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
3045.TW,台灣大,通信網路業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,50.0,95.0,72.52,nan,nan,持平,觀察,風險穩定,116.0,124.5,40.2,,,10.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
4722.TW,國精化,化學工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,51.643192488262855,95.0,72.36431924882629,nan,nan,持平,觀察,風險穩定,,,40.0,,,4.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
2312.TW,金寶,其他電子業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,52.20820189274447,95.0,72.14082018927445,nan,nan,小幅走強,觀察,風險穩定,34.5,38.14999961853027,40.2,,,3.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
2465.TW,麗臺,電腦及週邊設備業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,47.064989517819654,95.0,71.60649895178197,nan,nan,小幅走弱,觀察,風險穩定,,,40.0,,,3.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
1560.TW,中砂,電機機械,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,42.0,55.072463768115966,95.0,70.8072463768116,nan,nan,小幅走強,觀察,技術結構偏空,,,40.0,,,3.0,,,2026-08-28,TWSE T86 official,official-only,,False,False,False
1605.TW,華新,電器電纜,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,51.79948586118262,95.0,70.27994858611827,nan,nan,持平,觀察,風險穩定,41.0,46.04999923706055,0.0,0.0,0.0,6.0,0.0,,2026-08-28,TWSE T86 official,degraded,,False,False,False
2883.TW,凱基金,17,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,50.0,63.0637636080871,95.0,69.50637636080872,nan,nan,盤中強勢,觀察,風險穩定,33.099998474121094,36.34999656677246,0.0,0.0,0.0,4.0,0.0,,2026-08-28,TWSE T86 official,degraded,,False,False,False
